residue,drugbank_id,associated_mbss
SIN,DB00139,"[4001, 4002, 4671, 5953, 5955, 5957, 5958, 17114, 22408, 22438, 25383, 25388, 25389, 25419, 27693, 27694, 27699, 27700, 27767, 27768, 27773, 27774, 27892, 27893, 27894, 27898, 27899, 27900, 27901, 27902, 27906, 27907, 27908, 27909, 27910, 27911, 28229, 28236, 30487, 30628, 30630, 30641, 30649, 30650, 30657, 30670, 31194, 31199, 31216, 31217, 35540, 35541, 35585, 36036, 37640, 37642, 37644, 37646, 43124, 43125, 43126, 43510, 44107, 44108, 44109, 44118, 44119, 44120, 44121, 44402, 44403, 44413, 44414, 44466, 44519, 47938, 47939, 47940, 49261, 49262, 49367, 49474, 49475, 49476, 49477, 49482, 49483, 49484, 49485, 50080, 53064, 53065, 53652, 53653, 62377, 62378, 85611, 85612, 86376, 86390, 88525, 88585, 89068, 89075, 89076, 89077, 89088, 89089, 89092, 89093, 89111, 89124, 89741, 90406, 93783, 94225, 94226, 94345, 94346, 94347, 94348, 94349, 94350, 98286, 99108, 99112, 99115, 99119, 99358, 99816, 99850, 101466, 101467, 101469, 101470, 101473, 101474, 101477, 101478, 101484, 101497, 101498, 118211, 118212, 118214, 118215, 118217, 118218, 118220, 118221, 118223, 118224, 118226, 118227, 118229, 118230, 118232, 118233, 118235, 118236, 118238, 118239, 118241, 118242, 118244, 118245]"
SLB,DB04265,"[101509, 101510, 101511, 101512, 101548, 101549, 101550, 101551, 101552, 101553, 101554, 101555]"
SMC,DB02216,"[108379, 109329, 110525]"
SME,DB02235,"[9619, 9620, 9621, 9622, 10038, 10039, 10177, 10178]"
SMS,DB02894,[103140]
SNN,DB03487,"[114688, 114689, 121970, 121973, 121977, 121978, 121981, 121982]"
SO2,DB16426,"[19088, 19092, 19464, 19468, 19670, 19681, 19722, 19740, 77282, 77283]"
SO4,DB14546,"[611, 612, 615, 616, 965, 966, 967, 968, 1099, 1144, 1147, 1150, 1192, 1195, 1198, 1234, 1235, 1236, 1237, 1282, 1285, 1292, 1320, 1321, 1322, 1323, 1423, 1424, 1425, 1426, 1429, 1430, 1431, 1460, 1496, 1497, 1498, 1499, 1500, 1501, 1502, 1503, 1535, 1549, 1553, 1554, 1555, 1556, 1557, 1558, 1559, 1560, 1585, 1620, 1652, 1655, 1658, 1661, 1666, 1695, 1698, 1752, 1755, 1774, 1777, 1804, 1810, 1811, 2053, 2054, 2058, 2222, 2223, 2224, 2225, 4390, 4566, 4567, 4568, 4569, 4578, 4579, 4580, 4581, 4582, 4583, 4584, 4585, 4647, 4672, 4838, 4839, 4840, 4841, 5024, 5145, 5164, 5165, 5166, 5447, 5448, 5449, 5468, 5469, 5470, 5822, 5900, 5912, 6035, 6040, 6044, 6053, 7589, 8564, 8565, 8594, 8622, 8623, 8630, 8631, 8650, 9005, 9010, 9015, 9026, 9031, 9036, 9138, 9139, 9141, 9142, 9172, 9177, 9182, 9795, 9796, 9797, 9801, 9807, 9808, 9809, 9812, 9815, 9816, 9817, 9819, 9922, 9923, 9924, 9926, 9928, 9929, 9930, 9932, 9939, 9940, 9941, 9943, 10163, 10171, 10923, 10924, 13038, 13649, 13861, 13862, 14056, 14059, 14069, 14083, 14119, 14978, 14981, 14982, 15138, 15141, 15142, 15145, 15148, 15149, 15219, 15269, 15270, 15273, 16055, 16056, 16057, 16174, 16462, 16759, 16933, 16934, 16935, 16936, 16937, 16938, 17457, 17476, 17686, 17687, 17688, 17689, 17708, 17709, 17710, 17711, 20281, 20282, 20283, 20284, 20285, 20286, 20287, 20288, 20289, 20290, 20291, 20292, 20703, 20725, 20726, 20727, 20728, 20729, 20730, 21058, 21059, 21061, 22141, 22408, 22409, 23158, 23159, 23268, 23269, 23452, 23521, 23522, 23524, 23528, 23529, 23530, 23531, 23555, 23556, 23916, 23917, 23918, 23919, 23920, 23921, 23922, 23923, 23924, 23925, 23926, 23927, 24955, 24960, 25053, 25054, 25330, 25331, 25332, 25333, 25334, 25335, 25336, 25337, 25338, 25339, 25340, 25341, 25469, 25470, 25471, 25772, 25773, 25785, 26781, 26782, 26783, 26784, 26785, 26786, 26916, 26917, 26918, 26919, 26920, 26921, 26949, 26950, 26951, 26952, 26953, 26954, 26997, 26998, 26999, 27000, 27001, 27002, 27019, 27020, 27021, 27022, 27023, 27024, 27059, 27060, 27061, 27062, 27063, 27064, 27495, 27496, 27579, 28709, 28710, 28717, 28718, 29342, 29343, 30729, 30730, 35960, 37576, 37577, 37578, 37580, 37581, 37583, 37584, 37585, 37592, 37593, 37930, 37932, 38298, 38299, 38510, 38511, 39712, 39714, 39716, 39718, 39720, 39722, 39728, 39730, 44506, 44507, 44508, 44509, 45609, 45610, 47200, 47205, 47206, 47215, 47220, 47221, 47230, 47231, 47241, 47242, 47247, 47257, 47262, 47272, 47276, 47285, 47292, 47293, 47303, 47304, 47308, 47309, 47313, 47314, 47333, 47339, 47340, 47347, 47353, 47359, 47365, 47371, 47375, 47380, 47381, 47387, 47392, 47402, 47408, 47414, 47419, 47432, 47433, 47437, 47441, 47445, 47449, 47453, 47477, 47484, 47490, 47502, 47509, 47514, 47520, 47526, 47532, 47538, 47544, 47551, 47552, 47558, 47564, 47570, 47576, 47577, 47587, 47592, 47593, 47603, 47604, 47707, 47716, 47724, 47725, 47744, 47753, 47761, 47762, 47781, 47790, 47798, 47799, 47818, 47827, 47835, 47836, 47855, 47864, 47872, 47873, 47892, 47901, 47909, 47910, 48764, 50137, 50138, 50142, 53828, 53829, 53830, 53833, 53834, 53835, 53838, 53839, 53840, 53843, 53844, 53845, 53848, 53849, 53850, 53853, 53854, 53855, 53858, 53859, 53860, 53863, 53864, 53865, 53868, 53869, 53870, 53873, 53874, 53875, 53878, 53879, 53880, 53883, 53884, 53885, 53888, 53889, 53890, 53893, 53894, 53895, 53898, 53899, 53900, 53903, 53904, 53905, 53908, 53909, 53910, 53913, 53914, 53915, 53918, 53919, 53920, 53923, 53924, 53925, 53928, 53929, 53930, 53933, 53934, 53935, 53938, 53939, 53940, 53943, 53944, 53945, 60476, 60654, 60905, 60906, 61998, 61999, 62279, 62280, 63167, 63168, 63171, 63665, 63676, 63681, 63684, 64466, 65270, 66132, 66386, 66387, 67665, 71205, 71217, 71220, 71230, 71241, 71242, 71256, 71257, 71259, 71260, 71409, 71463, 71464, 71485, 71486, 71487, 71488, 71637, 71639, 71643, 71644, 72431, 72432, 72701, 72940, 73220, 73242, 74068, 74085, 75558, 77306, 77307, 77308, 77309, 77552, 77553, 77586, 77587, 77597, 77598, 77968, 77969, 77978, 77979, 77986, 77987, 78002, 78003, 78004, 78005, 78006, 78007, 78008, 78009, 78016, 78017, 78018, 78019, 78308, 78309, 78310, 78311, 78471, 78472, 78473, 78474, 78496, 78497, 78498, 78499, 78500, 78501, 78734, 78736, 78741, 78743, 78930, 78931, 80168, 80304, 80305, 80599, 80600, 80601, 80602, 80603, 80604, 80605, 80606, 80731, 80732, 80733, 80734, 80820, 80821, 80822, 80823, 80824, 80825, 80826, 80827, 81081, 81082, 81083, 81084, 81147, 81291, 81292, 81293, 81294, 81295, 81296, 81297, 81298, 81336, 81337, 81351, 81352, 81360, 81361, 81380, 81381, 81382, 81383, 81384, 81385, 81467, 81468, 81510, 81511, 81903, 81904, 81955, 81956, 81961, 81971, 82010, 82012, 82646, 82647, 82928, 82929, 82930, 82931, 82932, 82933, 82934, 82935, 82936, 82937, 82938, 82939, 83000, 83001, 83002, 83003, 83004, 83005, 83042, 83043, 83044, 83045, 83066, 83067, 83068, 83069, 83114, 83115, 83116, 83117, 83326, 83327, 83328, 83329, 83330, 83331, 83376, 83377, 83378, 83379, 83380, 83381, 83389, 83397, 83402, 83447, 83525, 83541, 83771, 83772, 83793, 83799, 83818, 83854, 83855, 83861, 83862, 83873, 83874, 83883, 83884, 83889, 83890, 83892, 83893, 83895, 83896, 83897, 83898, 83919, 83920, 83932, 83933, 83938, 83939, 83945, 83946, 83992, 83993, 84001, 84002, 84005, 84006, 84007, 84008, 84019, 84020, 84021, 84022, 84029, 84030, 84031, 84032, 84038, 84039, 84040, 84041, 84072, 84073, 84074, 84075, 84088, 84089, 84090, 84091, 84454, 84456, 84519, 84520, 84550, 84557, 84674, 84804, 84837, 84839, 84840, 84850, 84851, 84868, 84869, 85241, 85242, 85243, 85541, 85565, 85601, 85604, 85606, 85607, 86278, 86279, 86288, 86289, 86295, 86296, 86303, 86304, 86308, 86309, 86316, 86317, 86319, 86320, 86321, 86322, 86325, 86330, 86331, 86333, 86334, 86340, 86342, 86343, 86344, 86348, 86349, 86350, 86369, 86370, 86371, 86372, 86379, 86380, 86381, 86382, 86386, 86387, 86388, 86389, 86395, 86396, 86397, 86398, 86683, 86717, 86724, 86730, 86739, 87182, 87184, 87387, 87394, 87395, 87576, 87577, 87578, 87579, 87599, 87600, 87601, 87602, 88965, 88968, 89194, 89195, 89196, 89197, 89198, 89199, 90831, 91127, 91133, 91134, 91138, 91206, 91490, 91491, 91492, 91493, 91494, 91495, 91532, 91533, 91932, 91933, 91934, 91935, 91936, 91937, 92007, 92008, 92009, 92010, 92011, 92012, 92013, 92014, 92015, 92016, 92017, 92018, 93274, 93277, 93279, 93280, 93282, 93283, 93306, 93307, 93535, 93536, 93537, 93640, 93651, 93665, 93987, 94015, 94426, 94427, 94428, 94673, 94675, 94692, 94693, 94702, 94703, 94705, 94707, 95166, 95167, 95168, 95302, 95303, 95311, 95312, 96589, 96591, 96593, 97035, 97036, 97131, 97142, 97172, 97233, 97235, 97237, 97872, 98207, 98208, 98211, 98213, 98215, 98991, 98992, 98993, 98995, 99120, 99200, 99201, 99202, 99224, 99231, 99233, 99235, 99237, 99239, 99241, 99264, 99289, 99291, 99293, 99299, 99338, 99353, 99820, 99821, 99822, 99823, 99840, 99841, 99842, 99843, 99845, 99846, 99847, 99848, 99875, 99877, 99878, 99882, 99884, 99967, 100213, 100215, 100217, 100269, 100271, 100273, 100383, 100386, 100391, 100393, 100395, 100398, 100399, 100408, 100409, 100411, 100414, 100415, 100416, 100419, 100427, 100428, 100439, 100441, 100443, 100445, 100446, 100447, 100456, 100459, 100466, 100467, 100468, 100474, 100480, 100643, 100645, 100647, 100649, 100650, 100652, 100655, 100657, 100658, 100662, 100664, 100666, 100668, 100670, 100672, 100674, 100676, 100678, 100686, 100687, 100700, 100701, 100702, 100703, 100709, 100710, 100711, 100712, 100713, 100716, 100718, 100720, 100729, 100731, 100733, 100747, 100748, 100753, 100755, 100757, 100883, 100968, 100971, 100973, 100991, 100993, 100995, 101139, 101156, 101159, 101169, 101171, 101173, 101179, 101180, 101182, 101184, 101234, 101235, 101993, 101995, 102102, 102290, 102291, 102336, 102493, 102567, 102568, 102569, 102584, 102645, 102680, 103223, 103284, 103525, 103526, 104217, 104775, 104776, 104998, 104999, 105000, 105003, 105004, 105005, 105084, 105086, 105096, 105097, 105294, 105295, 105370, 105371, 105590, 105591, 106174, 106201, 106209, 106217, 106273, 106276, 106279, 106313, 106335, 106363, 106450, 106478, 106480, 106732, 106734, 106739, 106741, 106873, 106874, 106889, 106936, 106938, 106940, 106942, 106944, 106945, 106946, 106947, 106948, 106949, 106950, 106951, 106983, 106985, 106986, 107013, 107014, 107015, 107016, 107017, 107018, 107023, 107024, 107026, 107027, 107029, 107030, 107032, 107033, 107040, 107041, 107042, 107043, 107270, 107271, 107272, 107278, 107279, 107280, 107451, 107770, 107771, 107772, 107773, 107820, 107821, 107822, 107823, 107824, 107825, 107826, 107827, 107951, 108030, 108032, 109761, 109762, 109763, 110104, 110150, 110152, 110154, 110213, 110571, 110586, 110610, 111275, 111279, 111349, 111350, 111351, 111352, 111384, 111385, 111405, 111524, 111526, 111527, 111529, 111535, 111538, 111539, 113704, 113708, 113715, 114051, 114132, 114134, 114224, 114231, 114589, 114590, 114592, 114593, 114865, 114866, 114867, 114868, 115543, 115614, 115618, 115628, 115639, 116388, 116390, 116436, 116437, 116438, 116439, 116518, 116786, 117403, 117414, 117422, 118276, 118279, 118290, 118294, 118297, 118301, 118480, 118482, 118527, 118541, 118543, 118588, 118590, 119088, 119089, 119106, 119107, 119117, 119118, 119139, 119142, 119918, 119919, 120117, 120118, 120119, 120120, 120421, 120493, 120512, 120668, 120669, 120677, 120678, 120688, 120689, 120691, 120692, 120704, 120705, 120707, 120708, 121077, 121078, 121133, 121134, 121135, 121136, 121227, 121232, 121349, 121350, 121389, 121390, 121696, 121697, 121930, 121931, 121934, 121942, 121943, 121979, 121980, 122358, 122361, 123028, 123032, 123033, 123039, 123193, 123408, 123411, 123414, 123417, 123420, 123423, 123424, 123425, 123436, 123437, 123489, 123634, 123635, 123636, 123637, 123638, 123639, 123642, 123643, 123649, 123736, 124017, 124018, 124190, 124212, 124229, 124230, 124651, 124793, 124833, 124834, 125115, 125140, 125141, 125491, 125494, 125960, 126109, 126111, 126970, 126971, 126972, 126973, 126974, 126975, 127151, 127152, 127204, 127205, 127206, 127259, 127260, 127275, 127276, 127277, 127394, 127412, 127536, 127541, 127993, 127995, 128030, 128032, 128036, 128090, 128092, 128465, 128471, 128478, 128479, 128870, 128871, 128872, 128885, 128886, 128887, 129107, 129131, 129149, 129158, 129172, 129761, 129770, 129787, 130453, 130454, 130455, 131338, 131365, 131528, 131529, 131531, 131532, 131821, 131822, 131823, 131826, 131831, 131832, 131833, 131836, 132794, 132796, 132798, 132805, 132807, 132823, 132825, 132829, 132831, 132836, 132838, 133215, 133216, 133217, 133218, 133609, 133610, 133611, 133612, 135280]"
SOR,DB01638,"[2171, 2172, 2173, 2174, 2175, 2176, 2177, 2178, 3018, 3019, 3020, 3021, 3022, 3023, 3024, 3025, 79976, 79977, 79978, 79979, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 98272, 98273, 98274, 98275, 98276, 98277, 98278, 98279, 98280, 98281, 98282, 98283]"
SPC,DB01877,"[102747, 102749]"
SPI,DB04232,[102760]
SPM,DB00127,[122537]
SPV,DB02156,"[82485, 82512, 82550, 82553, 83303, 85272, 85285, 85304, 86594, 86662, 86663, 88373]"
SRM,DB02832,"[36868, 36871, 36880, 36883, 36889, 36890, 36891, 36892, 37054, 37060, 37066, 37072, 37075, 37076, 37077, 37078, 55914, 55928, 55932, 55933, 55977, 55978, 60185, 60537, 60538, 60539, 60540, 60542, 60544, 60546, 60556, 60557, 60710, 60711, 60753, 60757, 60801, 60805, 60806, 60807, 60808, 60809, 60846, 60847, 60852, 60853, 60856, 60857, 60858, 60859, 60866, 60868, 60869, 60872, 60873, 60878, 60879, 60888, 61273, 61274, 61275, 61276, 61281, 61285, 61286, 61287, 61288, 61299, 61300, 61301, 61302, 61307, 61311, 61312, 61313, 61314, 61324, 61325, 61326, 61327, 61334, 61336, 61337, 61338, 61339, 61359, 61360, 61361, 61362, 61380, 61381, 61382, 61383, 61397, 61401, 61403, 61404, 61405, 61406, 61415, 61419, 61421, 61422, 61423, 61424, 61436, 61437, 61438, 61439, 61440, 61441, 61442, 61443, 61446, 61447, 61452, 61453, 61454, 61455, 61456, 61457, 61460, 61461, 61470, 61471, 61493, 61495, 61501, 61502, 61505, 61506, 61850, 61851, 61917, 61918, 61921, 61924, 62056, 62059, 62061, 62063, 62181, 62182, 62571, 62572, 62740, 62746, 62752, 62758, 62761, 62762, 62763, 62764, 62803, 62809, 62815, 62821, 62824, 62825, 62826, 62827, 62841, 62847, 62853, 62859, 62862, 62863, 62864, 62865, 62869, 62874, 62882, 62888, 62891, 62892, 62893, 62894, 63313, 63314]"
SRO,DB08839,"[71003, 71017, 71021, 71022, 71036, 71043, 71049, 71055]"
SRT,DB14756,"[50725, 50726, 50727, 50728, 50729]"
SSA,DB03869,"[103563, 103564, 111729, 111730, 129411, 129412, 129431, 129432]"
SSB,DB02871,"[102466, 102468, 102506, 102508, 119442, 119444]"
STB,DB04002,[106501]
STE,DB03193,"[28139, 28140, 28230, 28231, 29493, 29494, 29495, 29496]"
STL,DB02709,"[4609, 4610, 4630, 4631, 29405]"
STN,DB03683,"[103697, 103699]"
STR,DB00396,"[71440, 71454, 71474, 71475, 71802, 71846, 71868, 71891, 71976, 71979, 72421, 72433, 72455, 74034, 74037, 74052, 74060]"
STS,DB08575,[109997]
SUA,DB03333,"[105599, 122251]"
SVA,DB04031,"[102248, 102249, 102250, 102251]"
SWA,DB02034,"[104191, 117879, 117880, 119429]"
T57,DB14965,"[131814, 131815, 131816, 131817]"
TAC,DB00759,"[2097, 2098]"
TAG,DB04936,"[81550, 81551, 81574, 81575, 84325, 84326, 84327, 84328]"
TAM,DB04237,"[12000, 91373, 118107]"
TAR,DB01694,"[43971, 43972, 44035, 44036, 50016, 50017, 62438, 62439, 126949, 126950, 126951, 126965, 126966, 126992, 126993, 127006, 127007, 127011, 127023, 127025, 127035, 127044]"
TAT,DB02355,[77520]
TAU,DB01956,"[20447, 20448, 20449, 20450, 20469, 20471, 20473, 20475, 43563, 43564, 43565, 43566, 43600, 43601, 43602, 43603, 44039, 44050, 44051, 101497, 101498]"
TBL,DB08599,[120415]
TBP,DB02417,"[71122, 71123, 71124, 71372, 71390]"
TCM,DB02851,[76250]
TCZ,DB03836,"[65497, 65500, 65521]"
TDE,DB03396,"[1453, 1454]"
TDR,DB03462,"[99035, 99052, 99070, 99076]"
TDZ,DB08607,"[74116, 74131]"
TEI,DB04854,"[54482, 54483]"
TEN,DB03347,"[103244, 103245, 103246, 103247]"
TES,DB00624,"[71441, 71452, 71472, 71473, 72975, 73094, 73199, 73749, 75161, 76097, 76129, 76659, 76673, 76686, 76695, 76719, 76726]"
TFG,DB08613,"[117461, 117480, 117487, 117489, 117502]"
TFM,DB02991,"[65635, 65636]"
THP,DB04205,"[1515, 1516]"
THR,DB00156,"[103200, 105099, 106439, 106441, 130462, 130473]"
THS,DB02980,[101990]
THU,DB03562,"[104796, 104797, 104798, 104799, 108673, 108674, 108675, 108676, 108677, 108678, 108679, 108680, 108708, 108709, 108710, 108711]"
TI1,DB02597,"[107161, 107342]"
TI2,DB03949,[107160]
TI3,DB02669,[107170]
TIC,DB00208,[69461]
TIH,DB03673,"[43615, 43616, 43969, 43970]"
TIO,DB08626,[110405]
TLA,DB09459,"[961, 962, 963, 964, 22660, 22662, 27887, 27888, 28012, 28013, 28014, 28015, 38038, 38039, 38040, 38041, 44516, 50724, 82210, 82212, 88762, 88770, 88773, 88774, 89518, 89915, 89916, 89917, 90012, 90013, 94613, 100598, 101694, 103154, 103155, 104931, 111125, 111152, 116928, 116979, 116980, 117057, 117058, 117059, 117060, 117061, 117062, 117063, 117064, 117261, 117262, 117263, 117264, 117265, 117266, 117267, 117268, 118431, 118432, 122112, 122128, 122350, 122351, 126900, 127807, 127808, 127809, 127810, 128407, 128416, 128424, 128433, 132988]"
TLF,DB09216,[27366]
TMG,DB00730,[1700]
TMI,DB04794,"[67046, 67085, 67086, 67121, 67122]"
TMP,DB01643,"[1961, 1962, 39229, 39230, 39231, 39232, 80999, 81000, 84547, 84548, 84554, 84555, 84562, 84563, 84571, 84572, 87970, 87971, 88073, 88074, 88081, 88106, 88107, 88108, 88109, 119331, 119332, 119354, 119355, 128871, 134051, 134052, 134053, 134054, 134055, 134056]"
TN4,DB08633,"[1008, 1009, 4696, 4697, 4698, 4699, 4714, 4715, 24601, 24602, 24607, 24608]"
TOK,DB12415,"[70378, 70387, 70399, 70409]"
TOR,DB00273,"[121587, 123142, 123149]"
TOX,DB08638,"[61092, 61093, 73039, 73040, 73041, 73042, 73043, 73044, 73045, 73046, 73047, 73048, 73049, 73050, 73051, 73052, 73060, 73061, 73064, 73065, 73079, 73080, 73082, 73083, 73095, 73096, 73098, 73099, 73244, 73245, 73249, 73250, 73251, 73252, 73253, 73254, 73255, 73256, 73265, 73266, 73267, 73268, 73277, 73278, 73279, 73280, 73283, 73284, 73289, 73290, 73308, 73309, 73310, 73311, 73316, 73317, 73350, 73351, 73466, 73467, 73595, 73596, 73852, 73853, 73886, 73887, 73890, 73891, 73904, 73905, 76304, 76305, 76351, 76352]"
TOY,DB00684,"[87981, 87982]"
TPD,DB02986,[102362]
TPF,DB00196,"[65050, 67416, 67422, 67430, 67447, 67471, 68012, 68014, 68015, 68020, 69429, 72354, 72444, 72450, 72764, 72765, 72784, 72792, 73796, 74077, 74088, 74381, 74382, 74419, 74420, 74421, 74422]"
TPQ,DB04334,"[1272, 1273, 1678, 1679, 7358, 7359, 7394, 7395, 7570, 7829, 7834, 7855, 7856, 7882, 7883, 8005, 8006, 8114, 8115, 8169, 8170, 8277, 8278, 8347, 8348, 8349, 8350, 8351, 8352, 8386, 8387, 8592, 8593, 8598, 8599, 8600, 8601, 8674, 8676, 8815, 8816, 9136, 9137, 9150, 9151, 9202, 9203, 9204, 9205, 9206, 9207, 9208, 9209, 9210, 9211, 9212, 9213, 9214, 9215, 9216, 9217, 9229, 9230, 9619, 9620, 9621, 9622, 9623, 9624, 9676, 9677, 9692, 9693, 9732, 9733, 9821, 9822, 9901, 9902, 9920, 9921, 10038, 10039, 10040, 10041, 10042, 10043, 10177, 10178, 10179, 10180, 10181, 10182, 10187, 10188, 10418, 10424, 10425, 10836, 10837, 10839, 10840, 10872, 10873, 11089, 11090, 11145, 11146, 11187, 11188, 11198, 11199, 11231, 11232, 11255, 11256, 11395, 11396, 11397, 11398, 11399, 11400, 11647, 11648, 11732, 11733, 11734, 11735, 12004, 12005, 12152, 12153, 12156, 12157, 15503, 16706, 17182, 17241, 17242, 17243, 17244, 96324, 96325, 96600, 96601]"
TR1,DB08643,"[102550, 102554, 102556, 102578]"
TRA,DB04351,[60164]
TRI,DB03594,"[86415, 86416, 86417, 86418, 86419, 86420, 86421, 86422, 86423, 86424, 86425, 86426, 86427, 86428, 86429, 86430, 86431, 86432, 86433, 86434, 86435, 86436, 86437, 86438, 86439, 86440, 86441, 86442, 86443, 86444, 86445, 86446, 86447, 86448, 86449, 86450, 86451, 86452, 86453, 86454, 86455, 86456, 86457, 86458, 86459, 86460, 86461, 86462]"
TRP,DB00150,"[24477, 24532, 24533, 53470, 53471, 53484, 53486, 67556, 67558, 67892, 68016, 68504, 68505, 68506, 68507, 68586, 68587, 68588, 68589, 68721, 68722, 68723, 68724, 72071, 72613, 72619, 72624, 72636, 73296, 73297, 73324, 73325, 73326, 73327, 73583, 73585, 73588, 73594, 73612, 73614, 73936, 73942, 73943, 73948, 73988, 73990, 73995, 74004, 74015, 74868, 74869, 74870, 74871, 75548, 108018, 108019, 109981, 119274, 120037, 120038, 131306, 131307, 131308, 131309]"
TRS,DB03754,"[1739, 1740, 1741, 1742, 1976, 1977, 4843, 7308, 9913, 10668, 10670, 10679, 10687, 11051, 11056, 11174, 12869, 12878, 12979, 12980, 12987, 12988, 13083, 13085, 13091, 13093, 15576, 15584, 15592, 15600, 15608, 15616, 17165, 17501, 18979, 19705, 28734, 28762, 29399, 29401, 29411, 29412, 29453, 29457, 29677, 29678, 30088, 35796, 35797, 35798, 35799, 35800, 35801, 35802, 35803, 35903, 36037, 36038, 36039, 36040, 38596, 39137, 39138, 39209, 39210, 39212, 39213, 39215, 39216, 39219, 39295, 39296, 39298, 39299, 39303, 53447, 53459, 53461, 53472, 55329, 55330, 55331, 55332, 55333, 55334, 63153, 63156, 63159, 63166, 63169, 63170, 64472, 64475, 64478, 64782, 79752, 85352, 85353, 85354, 85355, 85356, 96148, 96150, 96622, 97005, 97006, 97009, 97012, 97031, 97038, 97504, 97505, 97519, 98022, 98024, 98026, 98341, 98348, 98352, 98375, 98382, 98389, 98393, 98394, 98397, 98543, 98860, 98861, 99088, 99089, 99363, 99364, 100497, 100498, 100499, 100500, 100501, 100841, 100842, 100843, 100844, 100845, 100846, 100865, 100866, 100876, 100877, 101602, 101603, 103784, 103795, 103836, 104153, 105149, 105362, 105363, 105364, 105365, 105366, 105367, 105368, 105369, 105520, 105521, 106448, 106492, 106500, 119460, 120743, 120744, 121769, 122952, 122953, 131554, 135416, 135420]"
TRU,DB08645,[110520]
TSB,DB03355,"[103205, 103206, 103233, 103234, 126822, 126823]"
TSN,DB04297,"[102561, 102562, 107922, 107924, 119491, 119505, 120618, 120634, 134424, 134471, 134497, 134498]"
TTN,DB03680,"[78172, 78173, 78174, 78175]"
TTP,DB02452,"[90621, 90622, 94283, 94284, 95038]"
TUO,DB08659,[119280]
TUX,DB01991,"[109886, 113923, 113963, 114003, 114006]"
TYD,DB03103,[78136]
TYQ,DB02928,"[7559, 7560, 11989, 11990, 11996, 11997, 12002, 12003, 12044, 12045, 12317, 12318, 12358, 12359, 12383, 12384, 12385, 12386, 12598, 12599, 12608, 12609, 12946, 12947, 12948, 12949, 12950, 12951, 12972, 12973, 12974, 12975, 12976, 12977, 14513, 14514, 14515, 14516, 14517, 14518, 14529, 14530, 14535, 14536, 14537, 14538, 14539, 14540, 14553, 14554, 14555, 14556, 14568, 14569, 14570, 14571, 14585, 14586, 14614, 14615, 14731, 14732, 14733, 14734, 14735, 14736, 14737, 14738, 14739, 14740, 14741, 14742, 14751, 14752, 14761, 14762, 14767, 14768, 14773, 14774, 14775, 14776, 14777, 14778, 14779, 14780, 14781, 14782, 14783, 14784, 14785, 14786, 14787, 14788, 14789, 14790, 14791, 14792, 14797, 14798, 14809, 14810, 14829, 14830, 14831, 14832, 14835, 14836, 14837, 14838, 14841, 14842, 14845, 14846, 14850, 14851, 14855, 14856, 14865, 14866, 14869, 14870, 14872, 14873, 14875, 14876, 14898, 14899, 14918, 14919, 17320, 17321, 17358, 17359, 17684, 17685]"
